descs,class
pemerintah meliburkan sekolah selama dua pekan untuk mengantisipasi penyebaran wabah ada belajar online yang diterapkan seperti apa sih caranya sekolah sekolah di jakarta menerapkan beberapa teknik belajar online dari wawancara dengan sejumlah orang tua murid mendapatkan sedikit gambaran tentang seperti apa belajar online itu yayah 35 orang tua wali murid dari siswi sdn 08 pagi batu ampar jakarta timur misalnya menuturkan setiap hari anaknya diwajibkan online melalui ponsel selama dua jam apa saja yang dipelajari selama dua jam dikasih pelajaran sama pertanyaan melalui google sheet nanti langsung dicocokkan ada grup wa juga kata yayah kepada selasa 17 3 2020 beda lagi dengan dita 33 dua anaknya yang sekolah di sekolah swasta di daerah condet jakarta timur diberi pekerjaan rumah oleh gurunya melalui wa melalui wa diberi arahan harus mengerjakan lembar kegiatan siswa katanya beda lagi cerita rima 30 anaknya yang masih tk diberikan materi pendidikan melalui google classroom berbagai materi disiapkan gurunya melalui udara untuk yang tk dan playgroup disiapkan beberapa video untuk belajar dari jauh katanya,positive
pemerintah memastikan semua tempat hiburan malam yang ada di kabupaten garut ditutup sementara hal tersebut dilakukan guna mencegah penularan virus corona wakil bupati garut helmi budiman menjelaskan mulai kamis 19 3 2020 ini semua tempat hiburan malam di garut ditutup sementara tempat hiburan semuanya ditutup ucap helmi kepada di covid center pemkab garut jalan dewi sartika garut berdasarkan informasi yang dihimpun setidaknya ada enam tempat hiburan malam di kawasan perkotaan yang ditutup pemerintah helmi menyebut sejak rabu sore kemarin pihaknya sudah memberikan imbauan kepada semua pemilik tempat hiburan kita nanti dari satpol pp dengan tni polri akan melakukan pemantauan katanya selain menutup tempat hiburan malam pemkab garut juga menutup sejumlah tempat umum yang kerap dipenuhi masyarakat salah satunya adalah lapangan otista atau yang lebih dikenal alun alun garut,neutral
pemerintah mengaku tidak bisa mengungkapkan hasil pemeriksaan terhadap sejumlah pejabat negara jubir pemerintah untuk penanganan virus corona achmad yurianto menjelaskan hasil pemeriksaan tidak bisa dipublikasikan karena sifatnya beberapa waktu yang lalu kita sudah melakukan pemeriksaan covid 19 pada beberapa pejabat tinggi negara bahkan juga perangkatnya sekali lagi pemeriksaan ini adalah sifatnya oleh karena itu bukan hak kami untuk merilis karena hasil adalah hak dari masing masing personel yang kita periksa kata achmad dalam konferensi pers yang disiarkan melalui akun youtube bnpb rabu 18 3 2020 yuri panggilan akrab achmad menuturkan hasil pemeriksaan juga sudah diberikan ke pejabat negara yang diperiksa ia menegaskan pemerintah tidak akan pernah mengungkap hasil pemeriksaan covid 19 sejumlah pejabat negara tersebut oleh karena itu hasilnya sudah diberikan kepada masing masing yang bersangkutan dan beliau juga sudah tahu apa yang harus dilakukan menyikapi dari hasil yang diberikan kami tidak akan pernah mengungkap tentang hasil ini karena ini sifatnya adalah kecuali kalau pasien penderita memang kita akan hitung itu papa yuri yuri pun berharap masyarakat bisa memahami keputusan pemerintah dia memastikan tidak ada masalah apa pun di balik hasil pemeriksaan tersebut oleh karena itu ini harap dipahami ini bukan masalah apa apa tetapi memang prosedurnya seperti itu ini adalah suatu yang kita laksanakan bersama sama jelasnya sebelumnya sejumlah menteri memeriksakan diri ke rspad pada minggu 15 3 pemeriksaan dilakukan setelah menteri perhubungan budi karya sumadi dinyatakan positif terinfeksi virus corona adapun sejumlah menteri yang menjalani tes kesehatan di antaranya menteri atr sofyan djalil menteri riset dan teknologi menristek bambang brodjonegoro menteri lingkungan hidup dan kehutanan siti nurbaya bakar menteri perindustrian agus gumiwang kartasasmita menteri koordinator kemaritiman dan investasi luhut binsar panjaitan menteri keuangan menkeu sri mulyani serta menteri perdagangan mendag agus suparmanto kemudian disusul menteri pemuda dan olahraga menpora zainudin amali menteri bumn erick thohir menkominfo johnny g plate dan mendagri tito karnavian kebanyakan dari mereka enggan memberikan pernyataan usai diperiksa sementara itu menkominfo johnny g plate menjelaskan hasil pemeriksaannya baik namun dia mengatakan hasil laboratorium terkait virus corona akan keluar dalam 3 4 hari hasilnya oke tapi pemeriksaan yang lab 3 4 hari ujar johnny usai melakukan pemeriksaan di rspad jakarta pusat minggu 15 3,neutral
pemerintah mengevakuasi 69 warga negara indonesia wni anak buah kapal abk diamond princess dari jepang menuju tanah air melalui bandara internasional jawa barat bijb kertajati kabupaten majalengka rombongan abk diamond princess tiba di bijb sekitar pukul 23 00 wib minggu 1 3 2020 petugas menyemprot disinfektan kepada rombongan abk sebelum diangkut menggunakan bus menuju pelabuhan pln sumuradem kabupaten indramayu rombongan menuju kabupaten indramayu sekitar pukul 24 00 wib perjalanan dilanjutkan menggunakan kri suharso menuju pulau sebaru kecil kepulauan seribu jakarta bupati majalengka karna sobahi mengimbau agar masyarakatnya tak perlu khawatir dengan adanya proses evakuasi tersebut sebab dikatakan karna rombongan abk diamond princess sejatinya sudah dinyatakan sehat oleh pemerintah jepang sehingga proses evakuasi rombongan diizinkan ini adalah orang sehat yang kita selamatkan kalau mengevakuasi yang tidak sehat itu melanggar aturan who masyarakat tak perlu merasa waswas kita juga sudah beri pemahaman kemarin kata dia kepada senin 2 3 2020,neutral
pemerintah mengkonfirmasi kasus pertama virus corona atau covid 19 di negara itu menterian kesehatan suriah nizar yazigi pada minggu 22 maret 2020 mengatakan pasien yang terkena virus mematikan tersebut baru pulang dari luar negeri langkah langkah yang sepatutnya sudah diambil untuk mengatasi kasus ini kata yazigi tanpa menjelaskan lebih lanjut dimana pasien dirawat dan pengetatan aturan seperti apa yang akan dilakukan dikutip dari aa com tr virus corona diduga pertama kali menyebar dari kota wuhan cina pada desember 2019 lalu data dari universitas johns hopkins menyebut virus mematikan itu telah menyebar di 169 negara dan territorial diperkirakan ada lebih dari 329 ribu kasus virus corona total di seluruh dunia sedangkan korban meninggal akibat virus ini hampir 14 500 orang jumlah pasien yang sembuh dari di seluruh dunia diperkirakan lebih ari 95 600 orang jumlah pasien virus covid 19 diperkirakan masih terus bertambah terlebih gejala sakit akibat virus ini tidak mencolok gejala ringan jumlah pasien yang sembuh pun di proyeksi bertambah,neutral
pemerintah mulai mengkaji metode pemeriksaan untuk mendeteksi secara cepat virus corona di tubuh manusia akan dilakukan dengan pengambilan sampel darah pasien positif corona kami tadi rapat untuk mulai melakukan kajian terkait dengan seperti yang dilaksanakan di negara lain perlu dipahami ini memiliki cara yang berbeda dengan cara yang selama ini kami gunakan ujar juru bicara pemerintah untuk penanganan covid 19 achmad yurianto di kantor bnpb jakarta rabu 18 3 2020 karena tes akan menggunakan spesimen darah tak menggunakan apusan tenggorokan tapi menggunakan serum darah yang diambil dari darah imbuhnya dengan metode itu kata yuri keuntungannya ialah dalam proses pemeriksaan tidak membutuhkan saran laboratorium level dua artinya lanjut dia pemeriksaan bisa digunakan di hampir semua laboratorium kesehatan yang ada di semua rumah sakit di seluruh indonesia hanya masalahnya bahwa yang diperiksa dari seseorang yang terinfeksi paling tidak seminggu karena kalau belum seminggu terinfeksi atau terinfeksi kurang dari seminggu pembacaan nya akan menampilkan gambaran negatif kata yuri yuri melanjutkan dalam hal ini metode ini perlu dilakukan secara beriringan dengan kebijakan isolasi secara mandiri di rumah sebab yuri memaparkan pada kasus positif corona dengan atau gejala yang minimal indikasinya harus dilakukan isolasi diri di rumah dengan dari puskesmas karena itu tanpa kesiapan untuk memahami dan mampu melaksanakan isolasi diri maka kasus positif akan berbondong bondong ke rumah sakit padahal belum tentu membutuhkan layanan rawatan rumah sakit jelasnya kita harus memaknai kasus positif dari pemeriksaan ini dimaknai bahwa yang bersangkutan memiliki potensi untuk menularkan penyakitnya pada orang lain maka itu paling penting bagaimana melakukan isolasi diri petunjuk pedoman sudah kita buat tahapan ini perlu sosialisasi kami harap masyarakat semakin tenang semakin memahami apa yang harus dilakukan dalam penanganan ini kata yuri,neutral
pemerintah provinsi dki jakarta curiga menteri perhubungan sumadi menerima laporan yang tidak tepat soal terminal terpadu pulo gebang jakarta timur dki tidak terima disebut pengoperasian dan pelayanan terminal terpadu itu tidak maksimal baca penilaian disampaikan pelaksana tugas kepala dinas perhubungan dki jakarta sigit wijatmoko ketika diminta tanggapannya sabtu 18 mei 2019 dia curiga menhub budi karya menampung keluhan dari perusahaan otobus po yang nakal menurut sigit sebanyak 12 po pernah dikenai sanksi penurunan atau penutupan loket di terminal pulo gebang bisa jadi dari 12 po yang kita tindak itulah yang menyampaikan keluhan ke pak menhub kata sigit sigit menuturkan terdapat 108 po yang mendapatkan izin trayek di terminal pulo gebang belakangan 12 dari 108 po itu diberikan sanksi berupa penurunan loket sebabnya beragam contohnya po memberikan tarif yang tak sesuai dengan yang tertera pada tiket dan tidak menurunkan penumpang di terminal tujuan baca sigit meyakini 12 po bermasalah itu lari mengadu ke kementerian dengan menyatakan bahwa pengelolaan di terminal pulo gebang belum maksimal dia mencurigai kepentingan po nakal itu karena bertepatan dengan momen mudik lebaran soalnya kalau yang namanya operator tidak ada anak baik anak nakal semua kata sigit dinas perhubungan dki menurut sigit justru berupaya memberikan pelayanan terbaik kepada masyarakat dia tak ingin penumpang merasa tercurangi tertipu ataupun terabaikan baca sebelumnya menhub budi karya menyatakan bakal menyurati dinas perhubungan dki terkait maraknya terminal bayangan di ibu kota langkah itu ditempuh lantaran terminal bayangan membuat terminal utama seperti pulo gebang tidak beroperasi maksimal menhub budi karya merespons laporan seorang pelaku usaha di terminal pulo gebang yang resah di dalam suratnya budi karya meminta pemerintah provinsi segera bertindak saya akan surati dki kalau dia enggak perbaiki kami ambil alih terminal pulo gebang ucap,neutral
pemerintah provinsi sumatera barat sempat meminta airasia membatalkan penerbangan rute kuala lumpur padang pp guna mencegah penyebaran 19 pihak maskapai merespons permintaan itu dan membatalkan seluruh penerbangan mulai kamis 19 3 sampai selasa 31 3 kebijakan airasia ini juga terkait dengan yang diberlakukan di negeri jiran tersebut executive general manager pt angkasa pura ii persero yos suwagiyono mengaku telah menerima surat pemberitahuan dari pihak airasia terkait dengan kebijakan tersebut iya dibatalkan semuanya tadinya sempat hanya mengurangi jadwal saja tapi terakhir jadi dibatalkan semua kata yos kepada kamis 19 3 2020 awalnya airasia mengirim surat pemberitahuan bahwa penerbangan tetap akan berlangsung tapi volumenya dikurangi dari semula tiga kali menjadi satu kali penerbangan yakni di penerbangan terakhir itu pun hanya berlangsung sekali dua hari artinya dalam rentang hingga 31 maret masih ada beberapa kali penerbangan namun sekarang kebijakannya sudah berubah kami dapat surat terbaru airasia membatalkan seluruh penerbangannya ke padang kata yos,neutral
pemerintah saat ini telah menggandeng perusahaan rintisan atau yang bergerak di bidang agrobisnis seperti tanihub sayurbox dan aruna ketiga startup dilibatkan pemerintah untuk membuat perencanaan pertanian dari hulu hingga hilir sehingga sejumlah produk pertanian bisa optimal tersalurkan ke pasar menteri koperasi dan ukm teten masduki mengungkapkan alasan pemerintah menggandeng ketiga perusahaan rintisan tersebut karena mereka telah memiliki ekosistem dan data terkait pertanian di indonesia secara komprehensif ketiganya itu sudah punya sistem untuk mengintegrasikan umkm ke supply chain ya karena mereka kan sudah langsung ada yang menghubungkan dari to ada to ujarnya di kantornya jakarta senin 13 januari 2020 teten lalu menjelaskan kerja sama ini juga bertujuan agar lahan lahan yang dibagikan pada masyarakat bisa berkembang menjadi skala bisnis bahkan bisa melakukan ekspor ke luar negeri saat ini pemerintah mempunyai program pertanahan perhutanan sosial yang ditujukan untuk pemanfaatan pertanian jumlahnya mencapai 12 7 juta hektare untuk seluruh indonesia dan saat ini baru tersalurkan 4 juta hektare kemenkop dan ukm kata teten selama ini dititipi mengelola program pemanfaatan lahan perhutanan sosial dimana pemerintah membagikan hgu per kk menerima 2 hektare selama 35 tahun saat ini sudah dibagikan hampir 4 juta hektare dari total 12 7 juta hektare mereka akan kita dorong dalam dalam kluster kluster per 50 atau 100 hektare supaya bisa dikelola dalam skala bisnis ujarnya sementara itu vp corporate service tanihub astri purnamasari menyatakan kesanggupannya dalam membantu pemerintah dalam membuat rencana kerja pertanian ia mengaku telah mempunyai data dari permintaan pasar yang dibutuhkan hingga musim tanaman sedang digarap oleh petani astri menilai pemerintah sebetulnya telah mempunyai lahan untuk ditanami dan dikolaborasikan dengan teknologi digital yang dimiliki oleh startup kami ini dari ini kita punya ekosistem dari satu kita juga kasih pembiayaan pendanaan kepada petani kemudian untuk proses monitoring penanamannya sampai proses post production kita serap hasilnya kita punya gudang dan sebagainya akhirnya ujarnya,positive
pemerintah telah memberi imbauan kepada masyarakat agar tak berkumpul di tengah situasi namun acara penahbisan uskup ruteng tetap digelar jubir wakil presiden meminta umat beragama memperhatikan aspek keselamatan bagi seluruh masyarakat dalam suasana saling bekerja sama untuk mencegah dan menangani wabah corona ini saya mengajak seluruh umat beragama untuk menjalankan ibadah menyelenggarakan kegiatan keagamaan dengan tetap memperhatikan aspek keselamatan aspek kesehatan bagi sesama ujar masduki dalam keterangan tertulisnya kamis 19 3 2020 masduki mengatakan pihaknya memahami masyarakat indonesia patuh dalam beragama dia juga paham banyaknya kegiatan keagamaan yang bersifat massal saya paham indonesia adalah negara yang warganya sangat patuh beragama masyarakatnya religius banyak kegiatan keagamaan yang bersifat massal kata masduki masduki mengatakan saat ini acara penahbisan uskup ruteng yang melibatkan banyak orang tetap berlangsung padahal disebut sebelumnya telah ada anjuran penundaan acara untuk keselamatan bersama dari penyebaran corona selain acara jamaah tabligh di sulsel di ntt hari ini berlangsung penahbisan uskup ruteng gubernur ntt telah menyampaikan anjuran untuk menunda acara demi keselamatan dan kesehatan bersama tuturnya,neutral
