date,title,link,desc/0,desc/1,desc/2,desc/3,desc/4,desc/5,desc/6,desc/7,desc/8,desc/9,desc/10,desc/11,desc/12,desc/13,desc/14,desc/15,desc/16,desc/17,desc/18,desc/19,desc/20,desc/21,desc/22,desc/23,desc/24,desc/25,desc/26,desc/27,desc/28,desc/29,desc/30,desc/31,desc/32,desc/33,desc/34,desc/35,desc/36,desc/37,desc/38,desc/39,desc/40,desc/41,desc/42,desc/43,desc/44,desc/45,desc/46,desc/47,desc/48,desc/49,desc/50,desc/51,desc/52,desc/53,desc/54,desc/55,desc/56,desc/57,desc/58,desc/59,desc/60,desc/61,desc/62,desc/63,desc/64,desc/65,desc/66,desc/67,desc/68,desc/69,desc/70,desc/71,desc/72,desc/73,desc/74,desc/75,desc/76,desc/77,desc/78,desc/79,desc/80,desc/81,desc/82,desc/83,desc/84,desc/85,desc/86,desc/87,desc/88,desc/89,desc/90,desc/91,desc/92,desc/93,desc/94,desc/95,desc/96,desc/97,desc/98,desc/99,desc/100,desc/101,desc/102,desc/103,desc/104,desc/105,desc/106,desc/107,desc/108,desc/109,desc/110
"Jumat, 20 Mar 2020 02:21 WIB","         Cegah Corona, Polisi Lampung Siaga Bantu Penyemprotan Disinfektan    ",https://news.detik.com/berita/d-4946409/cegah-corona-polisi-lampung-siaga-bantu-penyemprotan-disinfektan?tag_from=news_beritaTerkait,128 personel , disiagakan dalam rangka pencegahan penyebaran ," COVID-19. Mereka bertugas mensosialisasikan pola hidup bersih dan sehat, social distancing, termasuk juga memberikan bantuan penyemprotan disinfektan.","""Penyemprotan cairan disinfektan di sentra-sentra tempat ibadah, tempat-tempat strategis fasilitas umum, Mako Polda, rumah-rumah dinas dan rumah pejabat Pemprov Lampung,"" kata Kabid Humas Polda Lampung Kombes Zahwani Pandra Arsyad dalam keterangan tertulisnya, Jumat (19/3/2020).","Pandra menuturkan personel Polda Lampung telah melakukan penyemprotan disinfektan di rumah Gubernur, Wakil Gubernur dan Sekda Lampung. Dia kemudian mengatakan Polda Lampung juga telah melakukan kegiatan latihan atau simulasi penanganan pasien Corona.","""Jadi simulasi untuk melihat kesiapan personel Polda Lampung terkait upaya pencegahan pandemi COVID-19. Mulai dari perkenalan alat-alat khusus Subden Kimia, Biologi, Radioaktif (KBR),"" ujar Pandra.","Alat-alat KBR yang dimaksud antara lain alat pelindung baju level A 6 unit, level B 15 unit dan level C 10 Unit, serta masker KBR 42 unit. Kemudian diperkenalkan juga alat dekontaminasi.","""(Alat Dekontaminasi) baik untuk personal maupun massal yang terdiri dari tenda dekontaminasi 2 unit, personal dekontaminasi shower 1 unit, mobil dekontaminasi 2 unit, sanijet machine 2 unit,"" papar dia.","Sebelumnya, Kepala Dinas Kesehatan (Kadinkes) Lampung, Reihana, mengkonfirmasi satu pasien dalam pengawasan (PDP) di Lampung positif COVID-19. Pasien merupakan pria berumur 62 tahun asal Bandarlampung.",Sementara itu ada dua PDP berusia balita. Hingga saat ini Dinkes Pemprov Lampung masih menunggu hasil tes Corona dua balita tersebut dari Litbangkes Kemenkes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jumat, 20 Mar 2020 01:19 WIB","         Uzbekistan Setop Penerbangan karena Corona, Dosen-Mahasiswa Indonesia Terjebak    ",https://news.detik.com/berita/d-4946401/uzbekistan-setop-penerbangan-karena-corona-dosen-mahasiswa-indonesia-terjebak,Pemerintah , menyetop penerbangan dari dan ke Uzbekistan karena ada warganya yang terkonfirmasi positif ,"(COVID-19). Akibatnya, 8 dosen dan 11 mahasiswa Indonesia dari ", tertahan di Uzbekistan.,"""Saya Raziq Hasan selaku Dekan Fakultas Teknik Sipil dan Perencanaan Universitas Gunadarma bersama 8 dosen arsitektur ikut dalam rombongan dengan 100 mahasiswa yang sedang kuliah lapangan arsitektur ke 3 kota di Uzbekistan, Tashken, Samarkan dan Bukhoro,"" Kata Raziq melalui pesan singkat kepada detikcom, Kamis (19/3/2020).",Raziq bercerita ia bersama rombongan berangkat menuju Uzbekistan pada Rabu (11/3) lalu. Mereka dijadwalkan pulang pada Rabu (18/3). Namun pemerintah setempat telah menyetop penerbangan sejak Senin (16/3) dikarenakan sehari sebelumnya ada warga Uzbekistan yang dinyatakan positif COVID-19.,"""Berangkat tanggal 11 Maret dan seharusnya pulang tanggal 18 Maret. Tapi karena ada kasus COVID-19 di Uzbek tanggal 15 Maret, maka penerbangan dicancel,"" ujarnya.","Raziq menuturkan, pihaknya sudah berkoordinasi dengan Kedutaan Besar Republik Indonesia (KBRI) di Uzbekistan, namun KBRI sendiri masih belum dapat memberikan kepastian kapan mereka bisa dipulangkan. Sampai saat ini, mereka masih bertahan di salah satu hotel di kota Tashken.","""Kami sudah koordinasi dengan KBRI di Tashken namun belum ada kepastian kapan bisa pulang. Kami sekarang posisi di Tashken Ibukota Uzbekistan. Kami di hotel La Grande Plaza,"" tuturnya.","Raziq menjelaskan, pihak kampus masih menanggung segala biaya akomodasi selama mereka tertahan di sana. Dia mengatakan para orangtua mahasiswa cemas apabila putra-putrinya tak bisa pulang ke Indonesia karena terbelit soal kondisi kesehatan.","""Untuk akomodasi overstay di Uzbekistan alhamdulillah tetep disupport oleh Universitas Gunadarma selama menunggu kepulangan yang tidak pasti, kami dan orangtua mahasiswa di Jakarta cemas, keadaan kami khawatir sewaktu-waktu ada yang flu dan demam biasa yang bisa berakibat terkendalanya kepulangan,"" ucapnya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jumat, 20 Mar 2020 00:26 WIB","         Warteg di Jaksel Terbakar, 5 Unit Damkar Meluncur    ",https://news.detik.com/berita/d-4946394/warteg-di-jaksel-terbakar-5-unit-damkar-meluncur,Sebuah rumah makan warung Tegal (,) di Jakarta Selatan mengalami,. Namun belum diketahui penyebab kebakaran.,"""Informasinya warteg (terbakar),"" ujar seorang petugas ", Damkar Jakarta Selatan kepada ,", Jumat (20/3/2020).","Kebakaran itu terjadi di sebuah warteg di Jalan Siaga 1, Kelurahan Pejaten Barat, Kecamatan Pasar Minggu, Jakarta Selatan, pukul 23.36 WIB. Belum diketahui ada-tidaknya korban dalam insiden tersebut.","""Lima unit (damkar) sementara,"" katanya.",Total kerugian masih belum diketahui. Saat ini api masih dalam proses pemadaman oleh tim damkar.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jumat, 20 Mar 2020 00:08 WIB",         Perhatian! RI Larang Masuk Pelancong dari 8 Negara Mulai Hari Ini    ,https://news.detik.com/berita/d-4946390/perhatian-ri-larang-masuk-pelancong-dari-8-negara-mulai-hari-ini,RI melarang pelancong dari delapan negara untuk masuk ke wilayah Republik Indonesia mulai hari ini. Kebijakan itu diterapkan guna mencegah penyebaran , (COVID-19).,Kebijakan itu dimulai pada hari ini dan akan dievaluasi sesuai dengan perkembangan.,"""Kebijakan ini akan mulai berlaku pada hari Jumat, tanggal 20 Maret, pukul 00.00 WIB. Kebijakan ini bersifat sementara dan akan dievaluasi sesuai dengan perkembangan,"" ujar Menlu RI Retno Marsudi dalam keterangan di ", resmi Kemlu seperti dilihat ,", Jumat (20/3/2020).",Kemlu melarang pelancong dari 8 negara masuk ke wilayah RI dalam kurun 14 hari ke depan. Kedelapan negara itu diketahui sebagai negara-negara dengan banyak kasus virus Corona.,"""Negara-negara tersebut adalah Iran, Italia, Vatikan, Spanyol, Prancis, Jerman, Swiss, Inggris,"" kata Retno.","Adapun WNI yang berkunjung ke negara-negara yang disebutkan Retno itu akan menjalani pemeriksaan tambahan oleh Kantor Kesehatan Pelabuhan (KKP) setiba di Tanah Air. Apabila pemeriksaan tambahan menemukan gejala awal COVID-19, akan dilakukan observasi pada fasilitas pemerintah selama 14 hari.","""Apabila tidak ditemukan gejala awal, maka sangat dianjurkan yang bersangkutan melakukan karantina mandiri selama 14 hari,"" ujar Retno.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jumat, 20 Mar 2020 00:03 WIB","         Cegah Kejahatan di Laut Saat Wabah Corona, Baharkam-Bea Cukai Patroli Bersama    ",https://news.detik.com/berita/d-4946383/cegah-kejahatan-di-laut-saat-wabah-corona-baharkam-bea-cukai-patroli-bersama,Badan Pemelihara Keamanan (Baharkam) Polri serta Direktorat Jenderal Bea dan Cukai Kementerian Keuangan (Kemenkeu) menggelar patroli bersama di perairan Teluk Jakarta. Hal ini dilakukan untuk mencegah terjadinya tindak kejahatan di laut di tengah wabah , (COVID-19).,"""Kita tahu semua pihak sedang fokus dalam penanganan COVID-19. Kami tidak ingin ada pihak-pihak yang memanfaatkan situasi ini untuk melakukan aksi kejahatannya, terutama di perairan. Jadi kami lakukan patroli gabungan,"" kata Kakorpolairud Baharkam Polri Irjen Lotharia Latif dalam keterangan tertulis, Kamis (19/3/2020).","Latif mengatakan kejahatan yang kerap menggunakan jalur laut antara lain penyelundupan, ",", ",", penyalahgunaan BBM, dan ",.,"Dia menerangkan, Baharkam menurunkan armada kapal polisi (KP) Kolibri 4015, ",", helikopter NBO 105 Bolco dan para awak, serta dua anjing pelacak K-9. Sedangkan Bea-Cukai mengerahkan kapal BC 8004 dan KPC 2004.","""Sasaran patroli adalah kapal-kapal yang ada di sekitar Teluk Jakarta, yang diduga membawa barang-barang ilegal,"" ujar Latif.","Latif menuturkan, dalam patroli ini, dilakukan pemeriksaan kelengkapan kapal seperti surat atau dokumennya. Kegiatan berlangsung mulai pukul 08.30 sampai 12.30 WIB. ","""Hasil patroli baik. Situasi di perairan Teluk Jakarta kondusif. Kegiatan ini juga perintah dari Kabaharkam (Komjen Agus Andrianto),"" ucap Latif.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 19 Mar 2020 23:30 WIB",         Pemkot Depok Minta Warga Ibadah di Rumah untuk Cegah Corona    ,https://news.detik.com/berita/d-4946378/pemkot-depok-minta-warga-ibadah-di-rumah-untuk-cegah-corona,Pemerintah Kota (Pemkot) Depok mengimbau warganya untuk melaksanakan ibadah di rumah masing-masing. Hal itu untuk mencegah penyebaran ,(COVID-19). ,"""Imbauan Ketua Gugus Tugas Percepatan Penanganan COVID-19 Kota Depok tentang Protokol Pelaksanaan Ibadah Seluruh Umat Beragama di Kota Depok,"" cuit akun Twitter @pemkotdepok yang menyampaikan surat edaran yang ditandatangani Ketua Gugus Tugas Percepatan Penanganan Virus COVID-19 Sri Utomo, seperti dilihat ",", Kamis (19/3/2020). ",Surat edaran itu bernomor 8.02/02/GT/2020. Ada tiga poin dalam surat edaran itu yang salah satunya berisi imbauan agar umat beragama di Depok melakukan ibadah di rumah.,"""Mengimbau kepada seluruh umat beragama di Kota Depok untuk tidak melaksanakan ibadah di tempat ibadah yang melibatkan banyak orang dan menggantinya dengan ibadah di rumah masing-masing,"" tulis surat edaran tersebut.","Selain itu, masyarakat diimbau untuk tidak melaksanakan perayaan atau kegiatan keagamaan dan kegiatan kemasyarakatan yang melibatkan banyak orang. Imbauan ini berlaku untuk selama dua pekan dan akan dievaluasi kembali.","""Imbauan ini mulai berlaku tanggal 20 Maret sampai dengan 4 April 2020 dan akan dievaluasi kembali dengan mempertimbangkan situasi kembali di kota Depok,"" tulisnya.","Diketahui, Asrorun Ni'am memberikan pemahaman pada masyarakat mengenai cara pencegahan COVID-19 dari kacamata agama. Sekretaris Komisi Fatwa MUI itu meminta masyarakat memahami wabah COVID-19 ini agar tidak membuat penularan makin masif.","""Beribadah tetap jalan terus, munajat kepada Allah SWT tetap, tetapi pada saat yang bersamaan kita menjaga keselamatan jiwa diri dan juga saudara-saudara kita,"" kata Asrorun dalam siaran langsung di akun resmi YouTube BNPB, Kamis (19/3).","""Yang terakhir bahwa kita punya tanggung jawab untuk mencegah peredaran, ini bagian dari tugas keagamaan, jangan sampai kemudian kita menyebabkan kepanikan, waspada penting tapi aktivitas yang menyebabkan kepanikan dengan cara memborong sembako, memborong masker, menyebarkan info yang terkait dengan COVID menyebabkan ketakutan orang, tetapi "," itu hukumnya haram,"" imbuhnya memberikan penegasan.","Di beberapa daerah, seperti Jakarta, Gubernur DKI Jakarta Anies Baswedan juga mengimbau warganya untuk membatasi kegiatan keagamaan. Adapun pemuka agama yang diundang untuk menyampaikan pernyataan imbauan adalah tokoh agama Islam, Hindu, Kristen, Katolik, dan Buddha.","""Bila pembatasan kegiatan keagamaan hanya diikuti sebagian dan sebagian tidak, maka potensi penularan tinggi. Kita harap, mari kita kompak. Dua pekan ke depan kedepankan perlindungan, penyelamatan saudara se-kota dengan cara disiplin seruan yang pada sore ini dikirimkan dari Balai Kota,"" ucap Anies di Balai Kota DKI Jakarta, Jalan Medan Merdeka Selatan, Jakarta, Kamis (19/2).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 19 Mar 2020 22:42 WIB","         Sebar Hoax soal Corona, Kuli Bangunan Asal Sidrap Diamankan Polisi    ",https://news.detik.com/berita/d-4946364/sebar-hoax-soal-corona-kuli-bangunan-asal-sidrap-diamankan-polisi?tag_from=news_beritaTerkait,Polisi menangkap pelaku penyebar berita bohong alias , di media sosial terkait virus, (COVID-19). Pelaku diketahui seorang buruh bangunan bernama Agussalim (19).,"Pelaku ditangkap di rumahnya, Kelurahan Amparita, Kecamatan Tellulimpoe, Kabupaten Sidrap, Kamis (19/3/2020).", ,"""Benar, pada pengungkapan pelaku kami di-"," unit Resmob Sidrap dan berhasil mengamankan pelaku di rumahnya Kabupaten Sidrap,"" ungkap Kasat Reskrim Polres Parepare Iptu Asian Sihombing, Kamis (19/3).", ,"Asian menjelaskan, pelaku memiliki akun YouTube. Ia mengunggah sebuah video berjudul 'Tiga Orang Positif Corona di Sulawesi Selatan'.",Video itu kini viral di media sosial dan telah ditonton lebih dari 63 ribu ,". Setelah ditelusuri, video itu diambil di RSUD Andi Makkasau dengan konteks yang berbeda.", ,"""Pelaku dilaporkan oleh pihak RSUD Andi Makkasau karena menimbulkan keresahan dan kepanikan, karena faktanya tidak seperti itu,"" jelasnya.",Agussalim di hadapan penyidik mengaku mengunggah video tersebut setelah mendapatkan informasi yang belum diketahui kebenarannya.,"""Saya hanya meneruskan info yang beredar, karena katanya seperti itu, saya juga tidak tahu kalau meng-"," video tersebut kita bisa kena hukum,"" kata pria tamatan SD ini.", ,"Akibat perbuatannya, pelaku dijerat dengan Pasal 45 A UU Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik (ITE) dengan ancaman hukuman maksimal 6 tahun penjara atau denda maksimal Rp 1 miliar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 19 Mar 2020 20:35 WIB",         Tim Advokasi Novel: Dakwaan Terdakwa Teror Air Keras Beda dengan TPF Polri    ,https://news.detik.com/berita/d-4946287/tim-advokasi-novel-dakwaan-terdakwa-teror-air-keras-beda-dengan-tpf-polri?tag_from=news_beritaTerkait,Tim advokasi ," mengkritisi sidang teror air keras yang baru saja digelar di Pengadilan Negeri Jakarta Utara. Dalam sidang ini, ada dua terdakwa, yakni Ronny Bugis dan Rahmat Kadir Mahulette.","Anggota Tim Advokasi Novel Baswedan, Alghiffari Aqsa, menyayangkan dakwaan jaksa penuntut umum (JPU) yang menyebut kasus ini sebagai penganiayaan saja, tidak disebutkan berkaitan dengan kerja sebagai penyidik Komisi Pemberantasan Korupsi (KPK).","""Tidak ada Pasal 21 UU Pemberantasan Tindak Pidana Korupsi dan Pasal 340 atau pasal pembunuhan berencana sesuai fakta bahwa Novel diserang karena kerja-kerjanya menyidik kasus korupsi dan hampir saja kehilangan nyawanya akibat cairan air keras yang masuk ke paru-paru,"" ujar Alghiffari dalam keterangan tertulis, Kamis (19/3/2020).","Dalam tuntutan itu, kata Alghiffari, jaksa tidak menyebutkan ada aktor intelektual di balik kasus ini. Menurutnya, dakwaan jaksa bertentangan dengan tim pencari fakta bentukan Polri juga menemukan kasus ini ada kaitannya dengan kasus korupsi yang sedang ditangani ",.,"""Dakwaan jaksa penuntut umum sangat bertentangan dengan temuan Tim Pencari Fakta bentukan Polri untuk Kasus Novel Baswedan yang menemukan bahwa motif penyiraman air keras terhadap Novel yang berkaitan dengan kasus-kasus korupsi besar yang ditanganinya,"" ucapnya.","Oleh karena itu, Alghiffari menduga jaksa tidak melakukan penyidikan hingga mendalam. ""Dalam dakwaan JPU tidak terdapat fakta atau informasi siapa yang menyuruh melakukan tindak pidana penyiraman air keras terhadap Novel Baswedan. Patut diduga jaksa sebagai pengendali penyidikan satu skenario dengan kepolisian mengusut kasus hanya sampai pelaku lapangan,"" katanya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 19 Mar 2020 20:32 WIB","         Protes Aturan Berorganisasi, Demo Mahasiswa UBB Ricuh di depan Rektorat    ",https://news.detik.com/berita/d-4946284/protes-aturan-berorganisasi-demo-mahasiswa-ubb-ricuh-di-depan-rektorat?tag_from=news_beritaTerkait, Universitas Bangka Belitung (UBB) di depan Gedung Rektorat berakhir ricuh. Sejumlah mahasiswa dan petugas keamanan mengalami luka.,Mahasiswa demo untuk menolak Peraturan Rektor Nomor 2 Tahun 2019 tentang ,. Mahasiswa menilai aturan yang baru mengintervensi organisasi kemahasiswaan.,"""Kami mahasiswa Universitas Bangka Belitung menolak terkait adanya Peraturan Rektor Nomor 2 Tahun 2019, dalam hal ini berkaitan dengan teknis,"" jelas Koordinator Aksi, Andre, kepada wartawan, Kamis (19/3/2020).","Mahasiswa menuntut pencabutan Peraturan Rektor Nomor 2 tahun 2019, menolak segala bentuk intervensi terhadap demokrasi yang dijalankan mahasiswa, serta melibatkan organisasi kemahasiswaan dalam setiap pengambilan kebijakan. Massa menilai peraturan tersebut mengintervensi mahasiswa.","""Kami minta untuk aturan itu segera dicabut, karena tidak sesuai dengan organisasi kemahasiswaan ",","" tegasnya.","Bentrok antara mahasiswa dan petugas satpam dipicu oleh pembakaran ban oleh mahasiswa menggunakan bensin dalam plastik. Saat petugas keamanan berusaha memadamkan api, massa menolak ban dipadamkan hingga berujung aksi saling dorong.","Sementara itu, menanggapi demo mahasiswa, Wakil Rektor I UBB, Nizwan Zukhri, mengaku tidak tau persis tuntutan mahasiswa.","""Info didapat, peserta demo menuntut aturan tentang batasan berorganisasi minimal IPK 3,0 untuk ketua dan maksimal semester VII dicabut, sementara untuk anggota minimal IPK 2,75,"" kata Nizwan.","Menurut Nizwan, batasan ini dibuat dari kenyataan bahwa seorang organisatoris tidak boleh mengabaikan dunia akademiknya. Dan IPK 3,0 bagi seorang ketua ormawa, menurutnya, masih moderat.","""Kami heran mengapa ini dipersoalkan padahal batasan itu kan tidak terlalu besar. (IPK) 3,00 itu nilai tengah-tengah, banyak kampus besar juga menetapkan hal seperti itu. Kalau ini dianggap mengkebiri demokrasi, terasa aneh karena sebenarnya kampus memiliki kewajiban untuk mengatur capaian lulusan agar semakin baik,"" tutur Nizwan melalui keterangan tertulis.","Hal lain yang dipersoalkan adalah batasan semester yang maksimal semester VII. Menurutnya, pembatasan tersebut dibuat agar mahasiswa tetap bisa berorganisasi tanpa studinya terbengkalai.","""Kebijakan ini merespons kondisi bahwa angka masa lulus sarjana di UBB kita masih lama, padahal pengaruh ke akreditasi prodi dan kampus. Ketika dibatasi maksimalnya, mahasiswa akan bisa lulus maksimal semester 10 bagi mereka yang berorganisasi. Ini bukan mengkebiri demokrasi, tapi justru memperhatikan keinginan rata-rata orang tua yang ingin anaknya lulus cepat,"" tambahnya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 19 Mar 2020 20:25 WIB","         Pemprov Sulsel Lacak Jejak Kasus 285, Isolasi Keluarga Pasien Corona 286    ",https://news.detik.com/berita/d-4946277/pemprov-sulsel-lacak-jejak-kasus-285-isolasi-keluarga-pasien-corona-286?tag_from=news_beritaTerkait, (Sulsel) baru menerima hasil laboratorium Balitbangkes Kemenkes bahwa 2 warganya positif Corona atau COVID-19 sore tadi. Keluarga pasien 285 dan 286 langsung diisolasi di rumah.,"""(Keluarga) ini lagi kita isolasi dulu, nah ini nanti Dinas Kesehatan punya tanggung jawab untuk ",". Masih kita isolasi di rumah ini. Kita baru dapat hasilnya tadi,"" ujar Gubernur Sulsel Nurdin Abdullah di kediamannya, Perumahan Dosen Unhas, Tamalanrea, Makassar, Kamis (19/3/2020).",Nurdin mengaku pihaknya sudah memiliki rekam jejak yang lengkap dari pasien kasus 285 dan 286. Dinas Kesehatan juga masih terus melacak pergerakan dan dengan siapa saja pasien melakukan kontak langsung.,"Khusus untuk kasus 285, Pemprov Sulsel masih akan mendalami lagi pergerakannya karena baru diketahui positif ", setelah meninggal dunia.,"""COVID (kasus) 285 itu sementara Dinas Kesehatan melakukan tracing. Yang kedua, COVID 286 itu juga kami sudah mulai mengisolasi keluarga dan kita terus melacak dengan siapa saja mereka bersentuhan, dengan siapa saja dia bertemu. Dan tentu ini juga penting sekali untuk kita lakukan pemeriksaan, kita isolasi,"" jelasnya.","""Kita sudah (punya) rekamannya, sangat lengkap. Ya kita punya rekaman sangat lengkap,"" lanjutnya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamis, 19 Mar 2020 19:39 WIB",         Ratusan WNA Peserta Ijtima Ulama Zona Asia Dievakuasi ke Hotel di Makassar    ,https://news.detik.com/berita/d-4946251/ratusan-wna-peserta-ijtima-ulama-zona-asia-dievakuasi-ke-hotel-di-makassar,Ratusan anggota peserta , dievakuasi dari lokasi pertemuan di Kabupaten Gowa ke Makassar. Ratusan peserta yang merupakan warga negara asing itu ditempatkan di Hotel Grand Sayang yang berada di Makassar.,"Setiban di Makassar, mereka langsung disemprot cairan disinfektan oleh petugas dari Dinas Kesehatan Sulawesi Selatan (Dinkes Sulsel). Barang-barang yang dibawa pun tak luput dari perlakuan yang sama.","GM Hotel Grand Sayang, Dwi Supriyanto, mengatakan proses evakuasi itu sesuai dengan arahan Gubernur Sulsel Nurdin Abdullah. Nurdin, disebut Dwi, memintanya menyiapkan semua kamar hotel yang berjumlah 99 kamar.","""Semuanya serba '","', baru disiapkan tadi sore, semua pihak terkait sudah berkoordinasi, tadi sore ada Dandim, Kapolrestabes, Dinkes yang melihat persiapan hotel,"" ujar Dwi, Kamis (19/3/2020).","Saat ini ratusan peserta ijtima itu masih berkumpul di lobi hotel menunggu pembagian kamar. Terkait hal ini, Dwi menyebut pihak hotel langsung merelokasi semua tamu yang menginap atau yang baru reservasi ke hotel lain.",Dwi juga berharap pihak Dinkes Sulsel memberikan arahan kepada para petugas Hotel Grand Sayang terkait prosedur standar pencegahan penyebaran COVID-19. Di sekitar hotel pihak Dinkes Sulsel menyiagakan dua unit ambulans. Sementara di bagian luar hotel dijaga ketat anggota Polri dan TNI.,"""Sejauh ini kita menganggap mereka semua dalam kondisi sehat, tapi untuk jaga-jaga, kami minta Dinkes melakukan "," pada petugas kami, apa pun prosedur yang pemerintah tetapkan akan kita jalankan,"" pungkas Dwi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
