date,title,link,desc/0,desc/1,desc/2,desc/3,desc/4,desc/5,desc/6,desc/7,desc/8,desc/9,desc/10,desc/11,desc/12,desc/13,desc/14,desc/15,desc/16,desc/17,desc/18,desc/19,desc/20,desc/21,desc/22,desc/23,desc/24,desc/25,desc/26,desc/27,desc/28,desc/29,desc/30,desc/31,desc/32,desc/33,desc/34,desc/35,desc/36,desc/37,desc/38,desc/39,desc/40,desc/41,desc/42,desc/43,desc/44,desc/45,desc/46,desc/47,desc/48,desc/49,desc/50,desc/51,desc/52
"Rabu, 26 Feb 2020 17:35 WIB",Suspek Corona di Semarang Meninggal karena Bronkopneumonia,https://health.detik.com/berita-detikhealth/d-4915708/suspek-corona-di-semarang-meninggal-karena-bronkopneumonia,Pihak medis angkat bicara soal penyebab meninggalnya pasien suspect , di RSUP dr Kariadi Semarang. Pasien tersebut meninggal dengan diagnosa penyakit Bronkopneumonia.,"Dokter Penanggung Jawab Pelayanan (DPJP) RSUP dr Kariadi, dr Fathur Nur Kholis menjelaskan pasien yang merupakan pria 37 tahun itu meninggal dengan keadaan ", mengalami kerusakan karena infeksi di paru-paru dan saluran pernafasan.,"""Jadi pasien itu meninggal karena paru-paru mengalami kerusakan, yang jelas bukan virus corona. Penyebab infeksi di paru-paru banyak sekali, bisa virus, bakteri, jamur atau makhluk hidup yang lain. Kasus yang kemarin meninggal bisa terjadi dengan sebab apapun, termasuk bakteri. Ini Bronkopneumonia, tingkat kematiannya memang tinggi,"" tutur Nur.",Kemudian Nur menjelaskan terkait Bronkopneumonia. Jika seseorang dengan indikasi tersebut maka mengalami peradangan di saluran pernapasan dan mengalami gangguan pernapasan.,"""Kalau seseorang dengan Bronkopneumonia mengalami peradangan di saluran napas. Maka orang ini mengalami gangguan dalam bernapas sehingga tidak bisa mengambil oksigen dan tidak bisa keluarkan CO2, ini gagal napas,"" katanya.",Pasien dengan Bronkopneumonia bisa komoplikasi pada organ lainnya sehingga mengalami kerusakan. Sedangkan pada pasien yang meninggal hari Minggu (23/2) lalu tingkat kerusakan paru-parunya cukup berat.,"""Bapak yang kemarin meninggal tingkat Bronkopneumonia itu sangat berat, tingkat kerusakan paru-parunya cukup berat, kemungkinan penyebabnya bakteri,"" jelasnya.","Sementara itu terkait perlakuan isolasi dan sebagainya terhadap pasien tersebut, dilakukan terkait keamanan karena pasien sempat keluar negeri. Pasien itu baru pulang dari Spanyol kemudian Dubai dan kembali ke Indonesia.","""Memang pasien secara klinis memang kategori pasien dalam pengawasan karena ada riwayat dari luar negeri dan ada gejala gejala demam, batuk, sesak napas hingga gangguan pernapasan berat. Pasien dalam pengawasan dilakukan pemeriksaan sesuai arahan Kementerian Kesehatan dan pemeriksaan penunjang untuk cari penyebab adakah inveksi virus corona,"" kata Direktur Medik dan Keperawatan RSUP dr Kariadi Semarang, dr. Agoes Poerwoko, SpOG(K), MARS.","Hasil medis dari Puslitbangkes menyatakan pasien itu negatif virus covid-19 atau corona. Namun ketika hasil belum keluar, pasien sudah meninggal sehingga perlakuan dilakukan seolah korban positif.","""Sampai pasien ini meninggal perlakuan sama seperti positif. Begitu negatif, yang melakukan penanganan lega, tidak harus ada yang dikhawatirkan,"" tandasnya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 04 Feb 2020 16:24 WIB","Putri AHY Patah Tulang, Ini Faktor yang Bisa Pengaruhi Waktu Pemulihan",https://health.detik.com/berita-detikhealth/d-4885484/putri-ahy-patah-tulang-ini-faktor-yang-bisa-pengaruhi-waktu-pemulihan?tag_from=news_beritaTerkait,Putri Agus Harimurti Yudhoyono (,"), ",", dikabarkan mengalami fraktur atau ",. AHY mengunggah video di Instagram saat Almira berusaha berjalan dengan alat bantu tongkat kaki (kruk).,"Mohon doanya ya teman-teman. Aira mengalami fraktur di kaki kanannya saat olahraga. Cepet sembuh ya kak,"" tulis AHY pada Senin (3/2/2020).","Terkait hal tersebut menurut ahli ada beberapa hal yang diketahui bisa mempengaruhi waktu pemulihan patah tulang. Dikutip dari berbagai sumber, berikut beberapa contohnya:","Semakin parah patahan yang terjadi pada tulang, maka waktu pemulihan bisa semakin lama. dr Andri Primadhi SpOT(K) dari RSUP Hasan Sadikin Bandung menyebut biasanya kondisi akan dinilai dari derajat dan pola patahan tulang.","""Sekitar 6-8 minggu, tergantung pola patahan, dan derajat kepatahannya,"" jelas dr Andri beberapa waktu lalu.",Secara umum anak-anak yang masih dalam masa pertumbuhan bisa lebih cepat pulih dari patah tulang dibandingkan orang dewasa. Alasannya dijelaskan oleh peneliti dari Iowa Orthopaedic Center karena tulang anak selalu dalam proses 'pemulihan' karena masih bertumbuh.,"""Pada orang dewasa faktor ini harus dibangunkan kembali, oleh karena itu waktu pemulihannya jadi lebih lambat,"" kata peneliti.",Kadang patah tulang juga bisa disertai dengan komplikasi lain seperti misalnya luka yang rentan infeksi. Hal ini dapat semakin membebani tubuh sehingga waktu pemulihan juga jadi lebih lama.,"Ada alasan kenapa pasien patah tulang biasanya dipasang gips, yaitu untuk menahan agar tulang tidak bergerak-gerak. Gerakan yang berlebihan bisa mengganggu proses penyembuhan, meningkatkan risiko kerusakan jaringan sekitar, hingga nyeri tambahan.","Menurut dr Benedictus Megaputra SpOT, MSi, asupan nutrisi yang tepat dapat membantu tulang sembuh lebih cepat. Contohnya asupan seimbang antara karbohidrat, lemak, protein, vitamin, dan mineral dibantu dengan suplemen mengandung kalsium dan vitamin D.","""Suplemen yang mengandung kalsium dan vitamin D baik untuk tulang,"" kata dr Mega.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 04 Feb 2020 15:21 WIB","Jenis-jenis Fraktur, Kondisi Tulang yang Sedang Dialami Putri AHY",https://health.detik.com/berita-detikhealth/d-4885347/jenis-jenis-fraktur-kondisi-tulang-yang-sedang-dialami-putri-ahy?tag_from=news_beritaTerkait,"Dalam unggahan terbaru di Instagram, ", (AHY) memvideokan putrinya Almira Yudhoyono sedang berjalan dengan kruk. Almira disebutnya mengalami fraktur.,Fraktur adalah ,", dapat berkisar dari retakan tipis hingga patah. Patah tulang bisa melintang, memanjang di beberapa tempat, atau menjadi beberapa bagian.","Tulang adalah organ dengan struktur keras dan kaku, tulang mampu menahan beban namun ketika beban yang diberikan berlebih atau terlalu besar tulang akan pecah atau retak.","Tingkat keparahan fraktur biasanya tergantung pada kekuatan yang menyebabkan patah. Jika titik patah tulang kelebihan sedikit beban, maka tulang mungkin hanya retak. Jika beban nya berat atau terkena kekuatan ekstrem, seperti dalam tabrakan mobil atau tembakan, tulang mungkin pecah.",", pada jenis fraktur ini tulang pecah menjadi tiga bagian atau lebih. Karena kekuatan dan energi yang cukup dapat memecah tulang, jenis patah tulang ini terjadi setelah trauma seperti kecelakaan kendaraan.",", cedera parah di mana fraktur dan sendi terkilir terjadi secara bersamaan. Biasanya, potongan tulang yang longgar tetap tersangkut di antara ujung-ujung tulang yang dislokasi dan mungkin harus diangkat melalui pembedahan sebelum dislokasi dapat diatasi.",", sebagian tulang patah di satu sisi, tetapi tidak pecah sepenuhnya karena sisa tulang dapat membengkok. Kondisi ini biasanya lebih sering terjadi pada anak-anak, yang tulangnya lebih lembut dan lebih elastis"," atau juga disebut fraktur stres, adalah retakan kecil atau "," parah di dalam tulang. Jenis fraktur ini paling sering terjadi pada atlet, terutama atlet olahraga yang mengharuskan lari dan lompat. orang yang menderita osteoporosis juga dapat mengalami fraktur garis rambut.",", adalah patah tulang yang relatif umum di mana tulang patah secara diagonal ke sumbu panjang tulang. Fraktur oblik bervariasi dalam tingkat keparahannya, tergantung pada tulang apa yang terpengaruh dan seberapa besar patahnya. Fraktur miring cenderung terjadi pada tulang yang lebih panjang seperti tulang paha atau tibia.",		,"

        ","
        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minggu, 01 Mar 2020 15:01 WIB","WN Korsel Bunuh Diri di Solo karena Merasa Kena Corona, Ini Kata Ahli Jiwa",https://health.detik.com/berita-detikhealth/d-4920702/wn-korsel-bunuh-diri-di-solo-karena-merasa-kena-corona-ini-kata-ahli-jiwa?tag_from=news_beritaTerkait,Seorang warga negara (WN) , (Korsel) bernisial JEH (57) bunuh diri dalam kamar sebuah hotel di Solo. Jasadnya ditemukan pada hari Minggu (23/2) dan polisi menemukan memo yang menjelaskan ia merasa terpapar virus corona ,"""Itu ternyata dia mengira terkena Virus Corona,"" ujar Kapolresta Surakarta Kombes Pol Andy Rifai kepada", siang ini.,"Terkait hal tersebut ahli kesehatan jiwa dr Andri SpKJ, FAPM, dari Omni Hospitals Alam Sutera menjelaskan kemungkinan JEH punya kondisi mental lainnya. Hal ini karena rasa takut atau panik terhadap sesuatu seharusnya tidak sampai mendorong seseorang untuk bunuh diri.","""Dari pengalaman praktik klinis saya sih tidak pernah saya temukan orang itu bunuh diri karena hal tersebut. Biasanya orang yang mengalami masalah berkaitan dengan ide bunuh diri atau keinginan bunuh diri itu orang yang mengalami depresi,"" kata dr Andri saat dihubungi terpisah.","""Mungkin juga dia punya latar belakang gejala depresi sebelumnya dan akhirnya dia jadi memutuskan untuk itu. Karena memutuskan bunuh diri itu tidak mudah begitu,"" lanjutnya.",dr Andri menjelaskan untuk tahu lebih pasti tentunya perlu dilakukan pemeriksaan. Orang dengan kondisi mental sehat tidak akan mudah putus asa hanya karena penyakit virus corona yang sebetulnya juga bisa disembuhkan.,"""Kita tidak tahu latar belakang orang tersebut. Ke depannya yang paling penting buat kita jaga kesehatan fisik dan mental apalagi dengan kondisi saat ini, kekhawatiran akan adanya serangan virus COVID ini,"" pungkas dr Andri.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 03 Mar 2020 18:45 WIB","Tips Cuci Tangan dan Pakai Masker, Sudah Benarkah Caramu?",https://health.detik.com/berita-detikhealth/d-4923959/tips-cuci-tangan-dan-pakai-masker-sudah-benarkah-caramu?tag_from=news_beritaTerkait,Salah satu mengatasi ," yakni mencuci tangan dan memakai masker yang benar. Cuci tangan yang benar, salah satunya harus menggunakan sabun.","Menurut WHO, cara mencuci tangan yang benar yakni menggunakan sabun dan ditaruh di telapak tangan. Basahi tangan dan gosokkan telapak tangan yang sudah dikasih sabun tersebut.","Kemudian gosok juga punggung tangan bagian kanan dan kiri. Pastikan seluruh permukaan terkena sabun. Selanjutnya, gosokkan sabun ke sela-sela jari. Karena sela-sela jari menjadi salah satu tempat bersembunyinya kuman. Bersihkan juga punggung tangan dengan gerakan saling mengunci.",Bersihkan jempol bagian kanan dan kiri secara bergantian dengan gerakan memutar. Jempol menjadi salah satu bagian jari tangan yang paling aktif beraktivitas.,"Bersihkan bagian ujung jari dengan gerakan menguncup. Tujuannya untuk membebaskan kuku dari kuman-kuman. Terakhir, bersihkan sabun dengan air mengalir dan keringkan.","Selain dari WHO, pencegahan dan pengendalian penyakit tidak menular (P2PTM) kemenkes juga memberikan cara mencuci tangan yang benar. Caranya basahi seluruh tangan dengan air bersih dan mengalir.",Kemudian gosok sabun ke telapak punggung tangan dan sela jari. Lalu bersihkan bagian bawah kuku-kuku. Setelah itu bilas tangan dengan air mengalir dan bersih. Lalu keringkan tangan dengan handuk atau tisu atau keringkan dengan diangin-anginkan.,"Selain mencuci tangan, saat ini perlu diketahui cara pakai masker yang benar untuk mencegah ",". Dokter spesialis paru dari Rumah Sakit Umum Pusat (RSUP) Persahabatan, dr Feni Fitriani Taufik, SpP(K), MPdKed menyebutkan cara pakai masker yang benar.","Pertama, pastikan untuk selalu mencuci tangan dengan sabun sebelum memasang masker. Lalu cari sisi luar masker. Jika masker kamu memiliki dua warna berbeda (umumnya hijau dan putih), sisi luar masker adalah yang berwarna hijau. Maka sisi putihlah yang menempel langsung dengan kulit, sementara lapisan hijau menghadap ke luar.","Kemudian tentukan sisi atas masker, biasanya ditandai dengan adanya garis kawat hidung. Untuk masker dengan menggunakan tali, posisikan kawat hidung di atas hidung dengan jari, lalu ikat kedua sisi tali di bagian atas pada kepala bagian atas. Setelah masker sudah bisa menggantung, tarik masker ke bawah untuk bisa menutup mulut hingga dagu. Ikat tali bagian bawahnya di tengkuk atau belakang leher.","Untuk masker karet kamu hanya perlu mengaitkan tali karet di belakang telinga. Setelah masker menempel aman di wajah, cubit bagian kawatnya untuk mengikuti lekuk hidung agar masker lebih tertutup rapat dan panjangkan lekukan-lekukan masker ke bawah untuk menutupi semua bagian yang perlu ditutup yaitu hidung, mulut, serta dagu.",Jadi sudah benarkah caramu mencuci tangan dan memakai masker untuk pencegahan ,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sabtu, 22 Feb 2020 09:00 WIB","Tragis! Dokter yang Tunda Pernikahan demi Pasien, Meninggal karena COVID-19",https://health.detik.com/berita-detikhealth/d-4909632/tragis-dokter-yang-tunda-pernikahan-demi-pasien-meninggal-karena-covid-19,Seorang dokter di China meninggal karena infeksi , atau ,. , bernama Peng Yinhua ini meninggal setelah sepakat dengan calon istrinya untuk mengundur waktu pernikahan mereka.,"Peng bertugas sebagai dokter pernapasan di Rumah Sakit Rakyat Pertama, di Distrik Jiangxia, Wuhan. Pria 29 tahun ini mengundurkan waktu pernikahannya demi bekerja untuk mengobati pasien COVID-19.","Dikutip dari Mothership, sebelumnya Peng juga sudah dirawat sejak 25 Januari 2020. Tapi, pada 30 Januari kondisinya semakin memburuk dan dipindahkan ke Rumah Sakit Jinyintan, di Wuhan. Tapi, ia akhirnya meninggal dunia pada Kamis (20/2) pukul 21.50 waktu setempat karena virus tersebut.","Awalnya, ia dan pasangannya akan menikah pada 1 Februari 2020. Bahkan undangan yang akan disebarkan masih ada disimpan di dalam laci mejanya.",Meninggalnya Peng juga menarik simpati banyak netizen. Mereka menyayangkan kepergian Peng yang akhirnya meninggalkan calon istrinya.,"""Mereka mungkin baru mendaftarkan pernikahan belum lama ini. Ini benar-benar menyakitkan untuk wanita yang kehilangan calon suaminya sebelum pernikahan,"" tulis salah satu netizen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Selasa, 03 Mar 2020 12:55 WIB","Ada 6 Suspek Corona di RSPI Sulianti Saroso, Salah Satunya WNA",https://health.detik.com/berita-detikhealth/d-4923236/ada-6-suspek-corona-di-rspi-sulianti-saroso-salah-satunya-wna?tag_from=news_beritaTerkait,"Kabar terbaru dari pihak Rumah Sakit Penyakit Infeksi (RSPI) Prof. Dr. Sulianto Saroso, selain 2 pasien positif dari ",", ada 6 lainnya yang saat ini statusnya dalam pengawasan.","""Nah tadi malam ada pasien masuk 4 orang, sementara dalam isolasi dan sudah diperiksa. Dia masuk dengan batuk demam, dan juga ada sakit tenggorokan, dan tiga orang ada kontak dengan pasien sebelumnya,"" jelas Direktur Utama ",", dr. Mohammad Syahril, Sp.P, Selasa (3/3/2020).","""Satu orang habis bepergian dari negara terjangkit. Semua rujukan dari rumah sakit swasta. Jadi sekarang totalnya 8,"" imbuhnya.","Dua orang lainnya baru masuk tadi pagi. Dari 6 pasien dalam pengawasan, salah satunya Warga Negara Asing (WNA). Namun, pihak ", tidak bisa memberitahu asal negaranya.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minggu, 09 Feb 2020 08:00 WIB","Mengenal Pescatarian, Tren Diet Kekinian yang Dijalani Kim Kardashian",https://health.detik.com/berita-detikhealth/d-4891673/mengenal-pescatarian-tren-diet-kekinian-yang-dijalani-kim-kardashian,Bintang realitas TV dan model , sedang menjalankan program ," untuk menurunkan berat badan. Tidak sendiri, Kim juga mengajak suaminya Kanye West dan putri tertua mereka yaitu North West dalam menjalankan diet pescatarian.",Jadi apa itu diet pescatarian?,Dikutip dari situs ," pescatarian sendiri adalah diet vegetarian yang memasukan ikan atau hewan laut lainnya sebagai menu utama, sebab sesuai dengan namanya, 'pesce' dalam bahasa Italia berarti ikan.","Beberapa orang yang menjalankan diet ini hanya mendapatkan protein hewani dengan makan ikan, seperti dari sushi atau salmon liar, ada juga yang makan telur, susu, atau keduanya, tetapi diet pescatarian tidak makan daging merah atau putih serta unggas.","Dalam menjalankan diet pescatarian, tidak ada aturan ketat yang dijadikan acuan, seperti seberapa banyak sayur atau ikan yang dikonsumsi. Meski demikian, ahli gizi Chrissy Carroll mengatakan, seorang yang menjalankan pescatarian adalah individu yang mempertimbangkan diet vegetarian dan menggunakan pendekatan berbasis ikan untuk menyesuaikan diri dengan makanan nabati.","Dalam praktek diet pescatarian, Anda akan mengonsumsi makanan yang termasuk buah-buahan, sayuran, biji-bijian, kacang-kacangan, dan makanan laut.","Dari segi kesehatan, Anda tidak perlu khawatir sebab makanan seperti sayuran, buah, biji-bijian dan ikan dapat memenuhi kebutuhan nutrisi tubuh Anda karena mengandung protein yang sangat baik, dan kaya akan asam lemak omega-3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minggu, 01 Mar 2020 10:04 WIB",5 Makanan Ini Bisa Bantu Kamu Panjang Umur,https://health.detik.com/berita-detikhealth/d-4920451/5-makanan-ini-bisa-bantu-kamu-panjang-umur,Umumnya saat lapar orang-orang jarang berpikir makanan apa saja yang memiliki gizi sehat untuk dicerna oleh tubuh. Rasa lapar yang dominan membuat kita terburu-buru mengatasinya dengan memilih makanan yang 'enak'. Terkait hal tersebut tahukah kamu bahwa terbiasa mengonsumsi , punya keuntungan dapat membantu kita ,.,"Inilah beberapa makanan yang dipercaya dapat membantu umur lebih panjang, seperti dikutip dari Medical Daily:",Buah Alpukat berfungsi sebagai pembangkit tenaga dan meningkatkan Nicotinamide Adenine Dinucleotide (NAD+) yang membantu menjaga dari penyakit. Seiring bertambahnya usia NAD+ ini terkuras dari sel kita sehingga penting untuk tubuh mendapat bantuan asupan gizi yang dapat meningkatkannya.,"Selain itu kombinasi vitamin B pada alpukat, khususnya B3 (niasin), merupakan nutrisi utama produksi NAD+. Alpukat juga memiliki lemak terbaik yaitu sekitar 77% kalori dari lemak (asam oleat).","Mengonsumsi susu juga dapat memperpanjang umur karena sebagai sumber NAD+. Menurut sebuah penelitian yang dilakukan University of Lowa, terdapat 3,9 mikromol NAD+ per liter susu sapi biasa.","Ikan yang berminyak seperti tuna, salmon, sarden, dan makarel memiliki jumlah NAD+ yang juga tinggi dan lebih dari pada ikan berdaging putih. Kandungan dalam ikan tuna mengandung rata-rata 20,5 miligram NAD+ dan untuk ikan salmon mengandung rata-rata 10,1 miligram NAD+.","Untuk kebutuhan diet sayuran dapat menjadi pilihan asupan nutrisi kaya serat dan NAD+. Selain gizi yang baik untuk tubuh, terdapat kandungan vitamin B yang tinggi dalam sayuran.","Kandungan ragi dalam beberapa produk pangan juga bisa membantu dalam meningkatkan NAD+ untuk tubuh. Satu sendok makan ragi kering memiliki 3 gram protein, zat besi yang tinggi, dan sumber vitamin B yang baik bagi tubuh.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jumat, 21 Feb 2020 08:00 WIB","Mengenal Diet Ketogenik, Ini Cara dan Manfaatnya",https://health.detik.com/berita-detikhealth/d-4908021/mengenal-diet-ketogenik-ini-cara-dan-manfaatnya,Diet yang paling mudah dan sering digunakan sebagian orang yang memiliki berat badan berlebih adalah melakukan ,. Diet keto ini mengurangi asupan karbohidrat dan gula dalam tubuh.,"Untuk melakukan diet keto ini, kamu harus bisa mengurangi porsi makan seperti biasanya dan mengubah menu makanan. Banyak manfaat yang bisa kamu dapatkan selama melakukan diet ketogenik ini.","1. Daging : Daging sapi dan sapi muda, ayam, kambing, domba, dan kalkun.","2. Ikan: Salmon, trout, lele, sarden, tuna.",3. Telur: konsumsilah telur dengan tinggi omega 3.,"4. Buah-buahan: stroberi, blueberry, raspberry, dan alpukat.","5. Sayuran: brokoli, asparagus, kubis, timun, dan sayur-sayuran yang tidak mengandung karbohidrat.","6. Kacang-kacangan dan biji: almond, kenari, biji bunga matahari, biji labu, wijen, flaxseeds, dan chia seeds.","7. Produk Susu: Susu low fat, yogurt yunani low fat atau greek yogurt, krim asam, dan krim kental.","8. Lemak dan Minyak: Minyak kelapa atau VCO, selai kacang, minyak alpukat, mentega, minyak wijen, minyak zaitun, dan minyak almond.","9. Bumbu Masak: Garam, lada, dan bumbu masak sehat lainnya.","1. Buah: semua jenis buah, kecuali stroberi, blueberry, raspberry, dan alpukat.","2. Biji-bijian: produk yang menggunakan bahan gandum, sereal, pasta, nasi, dan yang mengandung karbohidrat tinggi.","3. Kacang-kacangan: kacang merah, kacang polong, buncis.","4. Umbi-umbian: wortel, kentang, dan ubi jalar","5. Pemanis dan pemanis buatan: gula serta pemanis buatan yang mengandung sucralose, acesulfame, saccharin, aspartame.","6. Bumbu: batasi penggunaan minyak nabati, mayones, dan lainnya","7. Hindari minuman beralkohol, karena alkohol mengandung gula dan karbohidrat yang sangat tinggi.","8. Makanan yang menggunakan gula: jus buah, permen, es krim, teh manis, soda, dan lainnya.",Tips: Untuk mengonsumsi makanan di atas selama,", hindari makanan yang digoreng menggunakan minyak goreng. Konsumsi makanan dengan cara merebus.", ,- Berat badan menurun,- Tubuh jadi lebih sehat,- Terbiasa hidup sehat,- Mencegah penyakit pada tubuh,- Membuat kinerja otak dan jantung lebih maksimal,Itulah tentang ," yang bisa kamu lakukan. Sebaiknya jika ingin melakukan diet ini, kamu harus tahu betul porsi dan hitungan setiap makanan yang dikonsumsi, dan perbanyak konsumsi air putih, serta olahraga.",,,,,,,,,,,,,,,,,,,,,,,
